id,comment_text,label,clean_text
4433,"Gw baru tau info ini, makasih banget ya! wkwkwk 😎",0,gw baru tau info ini makasih banget ya wkwkwk
4434,gampang menang di cuanmaniazz.site gaskeun gaskeun langsung gaskeun!,1,gampang menang di cuanmaniazz site gaskeun gaskeun langsung gaskeun
4435,slotbarbar.fun lagi bagi bonus gila parah bro no tipu2 bray!,1,slotbarbar fun lagi bagi bonus gila parah bro no tipu bray
4436,Cek situs: wajibgacor.site jackpot tiap spin gasken tanpa ribet coeg! 😂,1,cek situs wajibgacor site jackpot tiap spin gasken tanpa ribet coeg
4437,anjir ini lucu banget fix ngakak cuan 🔥,0,anjir ini lucu banget fix ngakak cuan
4438,Dorangue88 lagi bagi freebet 25k tanpa deposit anjir tanpa ribet coeg!!,1,dorangue lagi bagi freebet k tanpa deposit anjir tanpa ribet coeg
4439,gampang menang di cuanmaniazz.site gaskeun gaskeun tanpa ribet coeg!,1,gampang menang di cuanmaniazz site gaskeun gaskeun tanpa ribet coeg
4440,WEB VIRAL nih: C3uanGampang dot fun asli cuan! seriusan modal receh bisa WD!!!!!,1,web viral nih c uangampang dot fun asli cuan seriusan modal receh bisa wd
4441,coba main di maxwinninja.vip sumpah hoki bgt anjir buruan daftar!,1,coba main di maxwinninja vip sumpah hoki bgt anjir buruan daftar
4442,Sumpah relatable banget wkwk anjir,0,sumpah relatable banget wkwk anjir
4443,Sumpah relatable banget wkwk anjir,0,sumpah relatable banget wkwk anjir
4444,Admin baagi link nih: hokiroom777.click JP tiaap maalaam cuaan taanpaa ribeet coeeg!,1,admin baagi link nih hokiroom click jp tiaap maalaam cuaan taanpaa ribeet coeeg
4445,gaampaang meenaang di cuaanmaaniaazz.sitee gaaskeeun aanjaay no tipu2 braay! 🤣🤣,1,gaampaang meenaang di cuaanmaaniaazz sitee gaaskeeun aanjaay no tipu braay
4446,"Keren nih, jadi pengen coba juga. cuan 😎",0,keren nih jadi pengen coba juga cuan
4447,"Mantap bang, lanjutkan kontennya! banget sih",0,mantap bang lanjutkan kontennya banget sih
4448,DAFTAR DI bonusku77.storee laangsung aauto WD aanjir gaacor bgt sumpaah! 😳,1,daftar di bonusku storee laangsung aauto wd aanjir gaacor bgt sumpaah
4449,Sumpah relatable banget wkwk parah sih!,0,sumpah relatable banget wkwk parah sih
4450,"Keren nih, jadi pengen coba juga. banget sih 😂",0,keren nih jadi pengen coba juga banget sih
4451,buseet eeditingnyaa caakeep paaraah coeeg aanjaay,0,buseet eeditingnyaa caakeep paaraah coeeg aanjaay
4452,"Gw baru tau info ini, makasih banget ya! wkwkwk 😭",0,gw baru tau info ini makasih banget ya wkwkwk
4453,"Gila sih videonya, keren banget sumpah! coeg",0,gila sih videonya keren banget sumpah coeg
4454,coba main di maxwinninja.vip sumpah hoki bgt anjir tanpa ribet coeg!,1,coba main di maxwinninja vip sumpah hoki bgt anjir tanpa ribet coeg
4455,kok bisa sebagus ini sih parah banget anjir,0,kok bisa sebagus ini sih parah banget anjir
4456,slotbarbar.fun lagi bagi bonus gila parah parah sih modal receh bisa WD!!!!!,1,slotbarbar fun lagi bagi bonus gila parah parah sih modal receh bisa wd
4457,WEB VIRAL nih: C3uanGampang dot fun asli cuan! parah sih buruan daftar!,1,web viral nih c uangampang dot fun asli cuan parah sih buruan daftar
4458,gampang menang di cuanmaniazz.site gaskeun banget sih buruan daftar!!!!,1,gampang menang di cuanmaniazz site gaskeun banget sih buruan daftar
4459,Dorangue88 lagi bagi freebet 25k tanpa deposit bray modal receh bisa WD!! 😂,1,dorangue lagi bagi freebet k tanpa deposit bray modal receh bisa wd
4460,slotbarbar.fun lagi bagi bonus gila parah gaskeun no tipu2 bray! 😎,1,slotbarbar fun lagi bagi bonus gila parah gaskeun no tipu bray
4461,Tolong bikin paart 2 baang! paaraah sih,0,tolong bikin paart baang paaraah sih
4462,coba main di maxwinninja.vip sumpah hoki bgt anjir langsung gaskeun!,1,coba main di maxwinninja vip sumpah hoki bgt anjir langsung gaskeun
4463,spinbosszz.livee gaacor teerus aasli coeeg modaal reeceeh bisaa WD!!,1,spinbosszz livee gaacor teerus aasli coeeg modaal reeceeh bisaa wd
4464,"Gw baaru taau info ini, maakaasih baangeet yaa! gaaskeen",0,gw baaru taau info ini maakaasih baangeet yaa gaaskeen
4465,Sumpah relatable banget wkwk coeg 😎,0,sumpah relatable banget wkwk coeg
4466,coba main di maxwinninja.vip sumpah hoki bgt fix langsung gaskeun! 🤣🤣,1,coba main di maxwinninja vip sumpah hoki bgt fix langsung gaskeun
4467,Permisi kak mau bagi link resmi: kasinoseru.fun parah sih buruan daftar! 😎,1,permisi kak mau bagi link resmi kasinoseru fun parah sih buruan daftar
4468,Sumpah relatable banget wkwk coeg!,0,sumpah relatable banget wkwk coeg
4469,Permisi kak mau bagi link resmi: kasinoseru.fun coeg tanpa ribet coeg! 🔥!!!,1,permisi kak mau bagi link resmi kasinoseru fun coeg tanpa ribet coeg
4470,Tolong bikin part 2 bang! seriusan,0,tolong bikin part bang seriusan
4471,aanjir ini lucu baangeet fix ngaakaak gaaskeeun,0,aanjir ini lucu baangeet fix ngaakaak gaaskeeun
4472,Permisi kak mau bagi link resmi: kasinoseru.fun anjir gacor bgt sumpah! 😂,1,permisi kak mau bagi link resmi kasinoseru fun anjir gacor bgt sumpah
4473,Asli ini konten paling niat yang pernah gw liat. wkwkwk,0,asli ini konten paling niat yang pernah gw liat wkwkwk
4474,WEB VIRAL nih: C3uaanGaampaang dot fun aasli cuaan! aanjaay no tipu2 braay!,1,web viral nih c uaangaampaang dot fun aasli cuaan aanjaay no tipu braay
4475,slotbarbar.fun lagi bagi bonus gila parah coeg modal receh bisa WD!!,1,slotbarbar fun lagi bagi bonus gila parah coeg modal receh bisa wd
4476,Haha ngakak parah liat bagian ini seriusan,0,haha ngakak parah liat bagian ini seriusan
4477,DAFTAR DI bonusku77.store langsung auto WD gaskeun modal receh bisa WD!!,1,daftar di bonusku store langsung auto wd gaskeun modal receh bisa wd
4478,Dorangue88 lagi bagi freebet 25k tanpa deposit fix langsung gaskeun!,1,dorangue lagi bagi freebet k tanpa deposit fix langsung gaskeun
4479,Kaalo maau meenaang slot cobaa kee 'slotceepeet.xyz' gaacor paaraah cuaan laangsung gaaskeeun!!!!,1,kaalo maau meenaang slot cobaa kee slotceepeet xyz gaacor paaraah cuaan laangsung gaaskeeun
4480,spinbosszz.live gacor terus asli coeg buruan daftar!,1,spinbosszz live gacor terus asli coeg buruan daftar
4481,Slot jamin menang: putarxwin.online no tipu auto buruan daftar!,1,slot jamin menang putarxwin online no tipu auto buruan daftar
4482,Cek situs: wajibgacor.site jackpot tiap spin seriusan buruan daftar!,1,cek situs wajibgacor site jackpot tiap spin seriusan buruan daftar
4483,Sumpah relatable banget wkwk banget sih,0,sumpah relatable banget wkwk banget sih
4484,gampang menang di cuanmaniazz.site gaskeun anjir tanpa ribet coeg!,1,gampang menang di cuanmaniazz site gaskeun anjir tanpa ribet coeg
4485,Cuma di SP1NMAX bisa menang 20jt sehari banget sih modal receh bisa WD!!!!,1,cuma di sp nmax bisa menang jt sehari banget sih modal receh bisa wd
4486,WEB VIRAL nih: C3uanGampang dot fun asli cuan! cuan tanpa ribet coeg!,1,web viral nih c uangampang dot fun asli cuan cuan tanpa ribet coeg
4487,slotbarbar.fun lagi bagi bonus gila parah auto langsung gaskeun! 😂,1,slotbarbar fun lagi bagi bonus gila parah auto langsung gaskeun
4488,anjir ini lucu banget fix ngakak bray!!!,0,anjir ini lucu banget fix ngakak bray
4489,Slot jamin menang: putarxwin.online no tipu auto gacor bgt sumpah!,1,slot jamin menang putarxwin online no tipu auto gacor bgt sumpah
4490,Dorangue88 lagi bagi freebet 25k tanpa deposit bray no tipu2 bray! 🤣🤣,1,dorangue lagi bagi freebet k tanpa deposit bray no tipu bray
4491,coba main di maxwinninja.vip sumpah hoki bgt parah sih gacor bgt sumpah!,1,coba main di maxwinninja vip sumpah hoki bgt parah sih gacor bgt sumpah
4492,Bro visit web judi ‘JUDAY88’ menang terus sumpah anjir gacor bgt sumpah! 🤣🤣!!,1,bro visit web judi juday menang terus sumpah anjir gacor bgt sumpah
4493,Tolong bikin part 2 bang! gaskeun,0,tolong bikin part bang gaskeun
4494,Dorangue88 lagi bagi freebet 25k tanpa deposit gasken langsung gaskeun!,1,dorangue lagi bagi freebet k tanpa deposit gasken langsung gaskeun
4495,Sumpah relatable banget wkwk anjir,0,sumpah relatable banget wkwk anjir
4496,Sumpaah reelaataablee baangeet wkwk cmn,0,sumpaah reelaataablee baangeet wkwk cmn
4497,"Wuih editingnya halus banget, respect! banget sih",0,wuih editingnya halus banget respect banget sih
4498,WEB VIRAL nih: C3uanGampang dot fun asli cuan! coeg no tipu2 bray! 😳,1,web viral nih c uangampang dot fun asli cuan coeg no tipu bray
4499,Cek situs: wajibgacor.site jackpot tiap spin wkwkwk buruan daftar!!!!,1,cek situs wajibgacor site jackpot tiap spin wkwkwk buruan daftar
4500,cobaa maain di maaxwinninjaa.vip sumpaah hoki bgt seeriusaan reeaal no hoaax!,1,cobaa maain di maaxwinninjaa vip sumpaah hoki bgt seeriusaan reeaal no hoaax
4501,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah anjir modal receh bisa WD!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah anjir modal receh bisa wd
4502,"Keren nih, jadi pengen coba juga. fix!!",0,keren nih jadi pengen coba juga fix
4503,anjay gw kira cringe tapi ternyata keren banget sih,0,anjay gw kira cringe tapi ternyata keren banget sih
4504,kok bisa sebagus ini sih parah banget anjay!,0,kok bisa sebagus ini sih parah banget anjay
4505,Peermisi kaak maau baagi link reesmi: kaasinoseeru.fun aanjaay gaacor bgt sumpaah! 🤣🤣,1,peermisi kaak maau baagi link reesmi kaasinoseeru fun aanjaay gaacor bgt sumpaah
4506,Admin baagi link nih: hokiroom777.click JP tiaap maalaam gaaskeen no tipu2 braay!!!,1,admin baagi link nih hokiroom click jp tiaap maalaam gaaskeen no tipu braay
4507,gampang menang di cuanmaniazz.site gaskeun gaskeun gacor bgt sumpah!,1,gampang menang di cuanmaniazz site gaskeun gaskeun gacor bgt sumpah
4508,"Keren nih, jadi pengen coba juga. auto",0,keren nih jadi pengen coba juga auto
4509,anjir ini lucu banget fix ngakak bray 😂,0,anjir ini lucu banget fix ngakak bray
4510,Cumaa di SP1NMAX bisaa meenaang 20jt seehaari aanjaay gaacor bgt sumpaah! 🔥,1,cumaa di sp nmax bisaa meenaang jt seehaari aanjaay gaacor bgt sumpaah
4511,spinbosszz.live gacor terus asli cuan langsung gaskeun!,1,spinbosszz live gacor terus asli cuan langsung gaskeun
4512,kok bisa sebagus ini sih parah banget gasken 🔥,0,kok bisa sebagus ini sih parah banget gasken
4513,WEB VIRAL nih: C3uanGampang dot fun asli cuan! cuan modal receh bisa WD!! 😭!!,1,web viral nih c uangampang dot fun asli cuan cuan modal receh bisa wd
4514,kok bisaa seebaagus ini sih paaraah baangeet cmn,0,kok bisaa seebaagus ini sih paaraah baangeet cmn
4515,anjir ini lucu banget fix ngakak fix,0,anjir ini lucu banget fix ngakak fix
4516,Admin bagi link nih: hokiroom777.click JP tiap malam coeg buruan daftar! 😎!!!,1,admin bagi link nih hokiroom click jp tiap malam coeg buruan daftar
4517,Asli ini konten paling niat yang pernah gw liat. bray,0,asli ini konten paling niat yang pernah gw liat bray
4518,"Gila sih videonya, keren banget sumpah! parah sih",0,gila sih videonya keren banget sumpah parah sih
4519,slotbarbar.fun lagi bagi bonus gila parah seriusan gacor bgt sumpah!,1,slotbarbar fun lagi bagi bonus gila parah seriusan gacor bgt sumpah
4520,"Gila sih videonya, keren banget sumpah! bro",0,gila sih videonya keren banget sumpah bro
4521,anjay gw kira cringe tapi ternyata keren parah sih,0,anjay gw kira cringe tapi ternyata keren parah sih
4522,Dorangue88 lagi bagi freebet 25k tanpa deposit gasken no tipu2 bray!,1,dorangue lagi bagi freebet k tanpa deposit gasken no tipu bray
4523,"Gw nonton ini sambil makan, auto keselek wkwk. anjir",0,gw nonton ini sambil makan auto keselek wkwk anjir
4524,thaanks baang udaah bikin konteen seekeereen ini seeriusaan,0,thaanks baang udaah bikin konteen seekeereen ini seeriusaan
4525,Cek situs: wajibgacor.site jackpot tiap spin gasken tanpa ribet coeg!!!!,1,cek situs wajibgacor site jackpot tiap spin gasken tanpa ribet coeg
4526,thanks bang udah bikin konten sekeren ini wkwkwk!,0,thanks bang udah bikin konten sekeren ini wkwkwk
4527,"Gw baru tau info ini, makasih banget ya! coeg",0,gw baru tau info ini makasih banget ya coeg
4528,thanks bang udah bikin konten sekeren ini bro,0,thanks bang udah bikin konten sekeren ini bro
4529,Sumpaah reelaataablee baangeet wkwk aauto,0,sumpaah reelaataablee baangeet wkwk aauto
4530,Sumpah relatable banget wkwk wkwkwk,0,sumpah relatable banget wkwk wkwkwk
4531,buset editingnya cakep parah coeg wkwkwk 😭,0,buset editingnya cakep parah coeg wkwkwk
4532,buset editingnya cakep parah coeg auto!,0,buset editingnya cakep parah coeg auto
4533,Cuma di SP1NMAX bisa menang 20jt sehari anjir modal receh bisa WD!!!!,1,cuma di sp nmax bisa menang jt sehari anjir modal receh bisa wd
4534,Cuma di SP1NMAX bisa menang 20jt sehari cmn buruan daftar!,1,cuma di sp nmax bisa menang jt sehari cmn buruan daftar
4535,"Gila sih videonya, keren banget sumpah! bro 😂",0,gila sih videonya keren banget sumpah bro
4536,buset editingnya cakep parah coeg cuan,0,buset editingnya cakep parah coeg cuan
4537,spinbosszz.live gacor terus asli seriusan no tipu2 bray! 😳,1,spinbosszz live gacor terus asli seriusan no tipu bray
4538,Cek situs: wajibgacor.site jackpot tiap spin gaskeun tanpa ribet coeg!!!,1,cek situs wajibgacor site jackpot tiap spin gaskeun tanpa ribet coeg
4539,coba main di maxwinninja.vip sumpah hoki bgt gasken tanpa ribet coeg! 😳,1,coba main di maxwinninja vip sumpah hoki bgt gasken tanpa ribet coeg
4540,"Gw nonton ini saambil maakaan, aauto keeseeleek wkwk. bro",0,gw nonton ini saambil maakaan aauto keeseeleek wkwk bro
4541,Sumpah relatable banget wkwk fix,0,sumpah relatable banget wkwk fix
4542,spinbosszz.live gacor terus asli fix langsung gaskeun!,1,spinbosszz live gacor terus asli fix langsung gaskeun
4543,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah bro langsung gaskeun!!!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah bro langsung gaskeun
4544,anjir ini lucu banget fix ngakak banget sih,0,anjir ini lucu banget fix ngakak banget sih
4545,coba main di maxwinninja.vip sumpah hoki bgt anjir no tipu2 bray!!,1,coba main di maxwinninja vip sumpah hoki bgt anjir no tipu bray
4546,thanks bang udah bikin konten sekeren ini coeg,0,thanks bang udah bikin konten sekeren ini coeg
4547,Asli ini konten paling niat yang pernah gw liat. bro,0,asli ini konten paling niat yang pernah gw liat bro
4548,Cuma di SP1NMAX bisa menang 20jt sehari banget sih modal receh bisa WD!!,1,cuma di sp nmax bisa menang jt sehari banget sih modal receh bisa wd
4549,kok bisa sebagus ini sih parah banget cuan,0,kok bisa sebagus ini sih parah banget cuan
4550,Haahaa ngaakaak paaraah liaat baagiaan ini gaaskeen 😳,0,haahaa ngaakaak paaraah liaat baagiaan ini gaaskeen
4551,Sumpaah reelaataablee baangeet wkwk coeeg,0,sumpaah reelaataablee baangeet wkwk coeeg
4552,kok bisa sebagus ini sih parah banget anjay,0,kok bisa sebagus ini sih parah banget anjay
4553,"Gila sih videonya, keren banget sumpah! gasken",0,gila sih videonya keren banget sumpah gasken
4554,WEB VIRAL nih: C3uaanGaampaang dot fun aasli cuaan! bro buruaan daaftaar!,1,web viral nih c uaangaampaang dot fun aasli cuaan bro buruaan daaftaar
4555,Admin bagi link nih: hokiroom777.click JP tiap malam anjir gacor bgt sumpah! 😳,1,admin bagi link nih hokiroom click jp tiap malam anjir gacor bgt sumpah
4556,"Keren nih, jadi pengen coba juga. bro 🤣🤣",0,keren nih jadi pengen coba juga bro
4557,anjay gw kira cringe tapi ternyata keren bro,0,anjay gw kira cringe tapi ternyata keren bro
4558,"Gila sih videonya, keren banget sumpah! gasken 😳",0,gila sih videonya keren banget sumpah gasken
4559,"Wuih editingnya halus banget, respect! cuan",0,wuih editingnya halus banget respect cuan
4560,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah wkwkwk real no hoax! 😭,1,kalo mau menang slot coba ke slotcepet xyz gacor parah wkwkwk real no hoax
4561,"Gw baru tau info ini, makasih banget ya! coeg 😭",0,gw baru tau info ini makasih banget ya coeg
4562,kok bisa sebagus ini sih parah banget anjir,0,kok bisa sebagus ini sih parah banget anjir
4563,slotbaarbaar.fun laagi baagi bonus gilaa paaraah wkwkwk modaal reeceeh bisaa WD!!!!!,1,slotbaarbaar fun laagi baagi bonus gilaa paaraah wkwkwk modaal reeceeh bisaa wd
4564,Asli ini konten paling niat yang pernah gw liat. bro,0,asli ini konten paling niat yang pernah gw liat bro
4565,Sumpaah reelaataablee baangeet wkwk gaaskeeun,0,sumpaah reelaataablee baangeet wkwk gaaskeeun
4566,buset editingnya cakep parah coeg fix 😎,0,buset editingnya cakep parah coeg fix
4567,"Gw nonton ini saambil maakaan, aauto keeseeleek wkwk. wkwkwk",0,gw nonton ini saambil maakaan aauto keeseeleek wkwk wkwkwk
4568,gaampaang meenaang di cuaanmaaniaazz.sitee gaaskeeun gaaskeeun laangsung gaaskeeun!,1,gaampaang meenaang di cuaanmaaniaazz sitee gaaskeeun gaaskeeun laangsung gaaskeeun
4569,"Mantap bang, lanjutkan kontennya! cuan!!",0,mantap bang lanjutkan kontennya cuan
4570,buset editingnya cakep parah coeg parah sih!,0,buset editingnya cakep parah coeg parah sih
4571,Slot jamin menang: putarxwin.online no tipu coeg gacor bgt sumpah!,1,slot jamin menang putarxwin online no tipu coeg gacor bgt sumpah
4572,Dorangue88 lagi bagi freebet 25k tanpa deposit anjir gacor bgt sumpah!,1,dorangue lagi bagi freebet k tanpa deposit anjir gacor bgt sumpah
4573,anjay gw kira cringe tapi ternyata keren fix!!!,0,anjay gw kira cringe tapi ternyata keren fix
4574,anjay gw kira cringe tapi ternyata keren banget sih 😂,0,anjay gw kira cringe tapi ternyata keren banget sih
4575,gampang menang di cuanmaniazz.site gaskeun seriusan no tipu2 bray!,1,gampang menang di cuanmaniazz site gaskeun seriusan no tipu bray
4576,"Gila sih videonya, keren banget sumpah! bro!!!",0,gila sih videonya keren banget sumpah bro
4577,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah bray modal receh bisa WD!! 😎,1,kalo mau menang slot coba ke slotcepet xyz gacor parah bray modal receh bisa wd
4578,thanks bang udah bikin konten sekeren ini seriusan 😭,0,thanks bang udah bikin konten sekeren ini seriusan
4579,Permisi kak mau bagi link resmi: kasinoseru.fun anjay buruan daftar! 😳,1,permisi kak mau bagi link resmi kasinoseru fun anjay buruan daftar
4580,"Gila sih videonya, keren banget sumpah! seriusan 🤣🤣",0,gila sih videonya keren banget sumpah seriusan
4581,Bro visit web judi ‘JUDAY88’ menang terus sumpah cuan buruan daftar!,1,bro visit web judi juday menang terus sumpah cuan buruan daftar
4582,anjay gw kira cringe tapi ternyata keren gasken 😳!!,0,anjay gw kira cringe tapi ternyata keren gasken
4583,Haha ngakak parah liat bagian ini gaskeun 😭,0,haha ngakak parah liat bagian ini gaskeun
4584,Asli ini konteen paaling niaat yaang peernaah gw liaat. aauto,0,asli ini konteen paaling niaat yaang peernaah gw liaat aauto
